"Family","IsActive","Name","ProductCode","Product_Domain__c","Product_Level__c","RTL_Asset_Class__c","RTL_DATA_SOURCE__c","RTL_Issuer_Fund_House__c","RTL_PRODUCT_CODE__c","RTL_Product_Name_ENG__c","RTL_Product_Name_TH__c","RTL_Product_Short_Name_ENG__c","RTL_Product_Short_Name_TH__c","RTL_TMB_Product_Type__c","RTL_TMB_PROJECT_CD__c","SEQ_GRP__c","Sub_Family__c"
"UNSECURED LENDING","true","CASH2GO","UCAB","","","","11","","UCAB","TMB Cash 2 Go (Refinance)-โปรแกรมปกติ สำหรับผู้มีรายได้ประจำ (Employee)-Money Expo Korat 2013-Superior Banking -Branch","TMB Cash 2 Go (Refinance)-โปรแกรมปกติ สำหรับผู้มีรายได้ประจำ (Employee)-Money Expo Korat 2013-Superior Banking -Branch","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","UMAH","","","","11","","UMAH","TMB Benefit Plus ( Renew  )-Normal Pricing Scheme-Government-Branch","TMB Benefit Plus ( Renew  )-Normal Pricing Scheme-Government-Branch","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","UMAK","","","","11","","UMAK","TMB Benefit Plus ( Renew  )-Normal Pricing Scheme-Private company-Branch","TMB Benefit Plus ( Renew  )-Normal Pricing Scheme-Private company-Branch","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBDD","","","","11","","UBDD","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-General","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-General","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBDC","","","","11","","UBDC","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-Active","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-Active","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBDB","","","","11","","UBDB","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-Superior Banking","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-Superior Banking","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBDA","","","","11","","UBDA","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-Wealth Banking","TMB Cash 2 Go ( On top )-Outbound Sale-โปรแกรมพิเศษ Top Up Loan-Wealth Banking","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBAD","","","","11","","UBAD","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-General","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-General","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBAC","","","","11","","UBAC","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-Active","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-Active","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBAB","","","","11","","UBAB","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-Superior Banking","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-Superior Banking","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UBAA","","","","11","","UBAA","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-Wealth Banking","TMB Cash 2 Go ( On top )-Branch-โปรแกรมพิเศษ Top Up Loan-Wealth Banking","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","READY CASH","U4A0","","","","04","","U4A0","Exsiting  Ready Cash ( Convert from IM )","Exsiting  Ready Cash ( Convert from IM )","","","701","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","CASH2GO","UDCL","","","","11","","UDCL","TMB Personal Loan for New TMB Staff","สินเชื่อเอนกประสงค์ ฯ สำหรับพนักงาน TMB  ที่เข้าทำงานตั้งแต่ 1 ตุลาคม 2555","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UECL","","","","11","","UECL","TMB Personal Loan for New TMB Staff ( Renew)","สินเชื่อเอนกประสงค์ ฯ สำหรับพนักงาน TMB  ที่เข้าทำงานตั้งแต่ 1 ตุลาคม 2555 ( กรณี Renew)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","PERSONAL LOAN FOR STAFF","AECL","","","","11","","AECL","","สินเชื่อไม่มีหลักประักัน Staff Plus","","","","","7","PERSONAL LOAN FOR STAFF"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 77","K77","","","FIXED INCOME","MF","TMB","K77","TMB South Korean Treasury Fund Series 77 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 77","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 78","K78","","","FIXED INCOME","MF","TMB","K78","TMB South Korean Treasury Fund Series 78 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 78","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 79","K79","","","FIXED INCOME","MF","TMB","K79","TMB South Korean Treasury Fund Series 79 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 79","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 78","K80","","","FIXED INCOME","MF","TMB","K80","TMB South Korean Treasury Fund Series 80 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 78","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 81","K81","","","FIXED INCOME","MF","TMB","K81","TMB South Korean Treasury Fund Series 81 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 81","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 82","K82","","","FIXED INCOME","MF","TMB","K82","TMB South Korean Treasury Fund Series 82 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 82","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 83","K83","","","FIXED INCOME","MF","TMB","K83","TMB South Korean Treasury Fund Series 83 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 83","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 84","K84","","","FIXED INCOME","MF","TMB","K84","TMB South Korean Treasury Fund Series 84 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 84","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 85","K85","","","FIXED INCOME","MF","TMB","K85","TMB South Korean Treasury Fund Series 85 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 85","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 86","K86","","","FIXED INCOME","MF","TMB","K86","TMB South Korean Treasury Fund Series 86 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 86","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 87","K87","","","FIXED INCOME","MF","TMB","K87","TMB South Korean Treasury Fund Series 87 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 87","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 88","K88","","","FIXED INCOME","MF","TMB","K88","TMB South Korean Treasury Fund Series 88 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 88","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 89","K89","","","FIXED INCOME","MF","TMB","K89","TMB South Korean Treasury Fund Series 89 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 89","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 90","K90","","","FIXED INCOME","MF","TMB","K90","TMB South Korean Treasury Fund Series 90 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 90","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 91","K91","","","FIXED INCOME","MF","TMB","K91","TMB South Korean Treasury Fund Series 91 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 91","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 92","K92","","","FIXED INCOME","MF","TMB","K92","TMB South Korean Treasury Fund Series 92 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 92","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 93","K93","","","FIXED INCOME","MF","TMB","K93","TMB South Korean Treasury Fund Series 93 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 93","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 95","K95","","","FIXED INCOME","MF","TMB","K95","TMB South Korean Treasury Fund Series 95 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 95","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 96","K96","","","FIXED INCOME","MF","TMB","K96","TMB South Korean Treasury Fund Series 96 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 96","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 97","K97","","","FIXED INCOME","MF","TMB","K97","TMB South Korean Treasury Fund Series 97 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 97","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 98","K98","","","FIXED INCOME","MF","TMB","K98","TMB South Korean Treasury Fund Series 98 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 98","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 99","K99","","","FIXED INCOME","MF","TMB","K99","TMB South Korean Treasury Fund Series 99 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 99","","","","","5","MM"
"INVESTMENT","true","จัมโบ้พลัส ปันผล หุ้นระยะยาว","LF1","","","LTF","MF","TMB","LF1","JUMBO PLUS Dividend Long Term Equity Fund  {{TMB}}","จัมโบ้พลัส ปันผล หุ้นระยะยาว","","","","","5","NON MM"
"INVESTMENT","true","จัมโบ้ 25 ปันผล หุ้นระยะยาว","LF6","","","LTF","MF","TMB","LF6","JUMBO 25 Dividend Long Term Equity Fund  {{TMB}}","จัมโบ้ 25 ปันผล หุ้นระยะยาว","","","","","5","NON MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย ไลฟ์ไซเคิล 2015","LIFE2015","","","MIXED","MF","UOB","LIFE2015","ING Thai Lifecycle 2015 Fund {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย ไลฟ์ไซเคิล 2015","","","","","5","NON MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย ไลฟ์ไซเคิล 2020","LIFE2020","","","MIXED","MF","UOB","LIFE2020","ING Thai Lifecycle 2020 Fund {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย ไลฟ์ไซเคิล 2020","","","","","5","NON MM"
"INVESTMENT","true","กองทุนเปิด ไทย ไลฟ์ไซเคิล 2025","LIFE2025","","","MIXED","MF","UOB","LIFE2025","Thai Lifecycle 2025 Fund {{ING}}","กองทุนเปิด ไทย ไลฟ์ไซเคิล 2025","","","","","5","NON MM"
"INVESTMENT","true","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 3","P10","","","FIXED INCOME","MF","TMB","P10","TMB Prime Fund Series 3 {{TMB}}","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 3","","","","","5","MM"
"INVESTMENT","true","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 4","P11","","","FIXED INCOME","MF","TMB","P11","TMB Prime Fund Series 4 {{TMB}}","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 4","","","","","5","MM"
"INVESTMENT","true","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 5","P12","","","FIXED INCOME","MF","TMB","P12","TMB Prime Fund Series 5 {{TMB}}","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 5","","","","","5","MM"
"INVESTMENT","true","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 6","P13","","","FIXED INCOME","MF","TMB","P13","TMB Prime Fund Series 6 {{TMB}}","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 6","","","","","5","MM"
"INVESTMENT","true","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 7","P14","","","FIXED INCOME","MF","TMB","P14","TMB Prime Fund Series 7 {{TMB}}","ทหารไทย ไพร์ม ฟันด์ รุ่นที่ 7","","","","","5","MM"
"INVESTMENT","true","ทหารไทย พรีเมียร์ รุ่นที่ 2","P62","","","FIXED INCOME","MF","TMB","P62","Premier Fund Series 2 {{TMB}}","ทหารไทย พรีเมียร์ รุ่นที่ 2","","","","","5","MM"
"INVESTMENT","true","ทหารไทย พรีเมียร์ รุ่นที่ 5","P65","","","FIXED INCOME","MF","TMB","P65","Premier Fund Series 5 {{TMB}}","ทหารไทย พรีเมียร์ รุ่นที่ 5","","","","","5","MM"
"UNSECURED LENDING","true","PERSONAL LOAN FOR STAFF","AFCL","","","","11","","AFCL","","สินเชื่อไม่มีหลักประักัน Staff Plus Topup","","","","","7","PERSONAL LOAN FOR STAFF"
"UNSECURED LENDING","true","PERSONAL LOAN FOR STAFF","AGCL","","","","11","","AGCL","","สินเชื่อไม่มีหลักประักัน Emergency","","","","","7","PERSONAL LOAN FOR STAFF"
"UNSECURED LENDING","true","PERSONAL LOAN FOR STAFF","AHCL","","","","11","","AHCL","","สินเชื่อไม่มีหลักประักัน Child Education","","","","","7","PERSONAL LOAN FOR STAFF"
"UNSECURED LENDING","true","CASH2GO","UCDC","","","","11","","UCDC","TMB Cash 2 Go (Refinance)-โปรแกรมปกติสำหรับผู้ประกอบธุรกิจส่วนตัว  -Active clients_3 ( Income 100,001 Baht Up )-Outbound","TMB Cash 2 Go (Refinance)-โปรแกรมปกติสำหรับผู้ประกอบธุรกิจส่วนตัว  -Active clients_3 ( Income 100,001 Baht Up )-Outbound","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","UCDD","","","","11","","UCDD","TMB Cash 2 Go (Refinance)-โปรแกรมปกติสำหรับผู้ประกอบธุรกิจส่วนตัว  -General clients_3 ( Income 100,001 Baht  Up)-Outbound","TMB Cash 2 Go (Refinance)-โปรแกรมปกติสำหรับผู้ประกอบธุรกิจส่วนตัว  -General clients_3 ( Income 100,001 Baht  Up)-Outbound","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","READY CASH","U4CDD","","","","24","","U4CDD","TMB Ready Cash 10% 3 months then 27% : General Customer GMI 15k-30k_TeleSales","TMB Ready Cash 10% 3 months then 27% : General Customer GMI 15k-30k_TeleSales","","","701","RCB00","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","ULAM","","","","11","","ULAM","โปรแกรมปกติHospital_Branch","โปรแกรมปกติHospital_Branch","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","READY CASH","34AC","","","","04","","34AC","TMB Ready Cash","TMB Ready Cash","","","701","","3","UNSECURED REVOLVING"
"LENDING","true","Premier Home Loan - กรณีวงเงินสินเชื่อเกิน 10.0 ลบ. ซื้อประกันชีวิต/ไม่ซื้อประกันชีวิต (เริ่ม 1 พ.ค. 2552)","DOHH","","","","11","","DOHH","Premier Housing Loan - ลูกค้าซื้อบ้านพร้อมที่ดิน  ซื้อประกันชีวิต (เริ่ม 1 ก.ค. 51)","Premier Home Loan - กรณีวงเงินสินเชื่อเกิน 10.0 ลบ. ซื้อประกันชีวิต/ไม่ซื้อประกันชีวิต (เริ่ม 1 พ.ค. 2552)","","","","","8","HOME LOAN"
"LENDING","true","TMB Re-Finance - ลูกค้าขอกู้เพิ่ม ซื้อและไม่ซื้อประกันชีวิต (เริ่ม 1 ต.ค. 2551)","DJPD","","","","11","","DJPD","","TMB Re-Finance - ลูกค้าขอกู้เพิ่ม ซื้อและไม่ซื้อประกันชีวิต (เริ่ม 1 ต.ค. 2551)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","TMB Home for Cash (TL) -  ซื้อประกันชีวิต (เริ่ม 1 ก.ค. 2552- 30 ก.ย. 2552)","DDPI","","","","11","","DDPI","TMB Home for Cash (Term Loan / MRTA)","TMB Home for Cash (TL) -  ซื้อประกันชีวิต (เริ่ม 1 ก.ค. 2552- 30 ก.ย. 2552)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","TMB Re-Finance - ลูกค้าขอกู้เพิ่ม ซื้อและไม่ซื้อประกันชีวิต (เริ่ม 6 ก.พ. 2552)","DJPC","","","","11","","DJPC","กรณีลูกค้าขอกู้เพิ่ม  ซื้อ/ไม่ซื้อประกันชีวิต (เริ่ม 1 ก.ค.51)","TMB Re-Finance - ลูกค้าขอกู้เพิ่ม ซื้อและไม่ซื้อประกันชีวิต (เริ่ม 6 ก.พ. 2552)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","TMB Home for Cash (TL) -  ซื้อประกันชีวิต (งานกระตุ้นเศรษฐกิจ เริ่ม 3 เม.ย. 2552) เป็น Product Code เดิมของ TMB Home for Cash เริ่ม 1 ก.ค.51","DDPG","","","","11","","DDPG","TMB home for cash - Promotion Money Expo 2006 (May 8 - Jun 30,2008)","TMB Home for Cash (TL) -  ซื้อประกันชีวิต (งานกระตุ้นเศรษฐกิจ เริ่ม 3 เม.ย. 2552) เป็น Product Code เดิมของ TMB Home for Cash เริ่ม 1 ก.ค.51","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","เทศบาลเพื่อจัดซื้อรถพยาบาล และรถบรรทุกขยะ","CKPA","","","","11","","CKPA","Local Government","เทศบาลเพื่อจัดซื้อรถพยาบาล และรถบรรทุกขยะ","","","","","8","HOME LOAN"
"LENDING","true","Top Up Secured Loan - ซื้อประกันชีวิต (เริ่ม 1 พ.ค. 2552)","DFPI","","","","11","","DFPI","","Top Up Secured Loan - ซื้อประกันชีวิต (เริ่ม 1 พ.ค. 2552)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","TMB Home for Cash - กรณีทำประกันชีวิต (Money Expo Chiangmai 2009)","DDPL","","","","11","","DDPL","TMB Home for Cash (TL - MRTA) - Promotion Money Expo Chiangmai 2009","TMB Home for Cash - กรณีทำประกันชีวิต (Money Expo Chiangmai 2009)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","สินเชื่ออเนกประสงค์สำหรับลูกค้าทุกกลุ่ม (ซื้อประกันชีวิต):กรณี BenefitPlus Program ให้อ้างอิงคู่กับ Project code ของแต่ละสถาบัน","DDPN","","","","11","","DDPN","Home for cash for Wealth & Superior &TMB Active & General Clients  (MRTA)","สินเชื่ออเนกประสงค์สำหรับลูกค้าทุกกลุ่ม (ซื้อประกันชีวิต):กรณี BenefitPlus Program ให้อ้างอิงคู่กับ Project code ของแต่ละสถาบัน","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","สินเชื่ออเนกประสงค์สำหรับลูกค้าทุกกลุ่ม (ซื้อประกันชีวิต):Money Expo Pattaya 2010","DDPP","","","","11","","DDPP","Home for Cash for All groups of Customers : Money Expo Pattaya 2010 (MRTA)","สินเชื่ออเนกประสงค์สำหรับลูกค้าทุกกลุ่ม (ซื้อประกันชีวิต):Money Expo Pattaya 2010","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","Energy conservation (Project 2)","CSCB","","","","11","","CSCB","Energy conservation (Project 2)","","","","","","8","HOME LOAN"
"LENDING","true","เคหะบุคคลทั่วไป  1 **","CAH1","","","","11","","CAH1","Housing Loan 1**","เคหะบุคคลทั่วไป  1 **","","","","","8","HOME LOAN"
"LENDING","true","Innovation Project (1 years subsidize)","CYCA","","","","11","","CYCA","Innovation Project (1 years subsidize)","","","","","","8","HOME LOAN"
"LENDING","true","Innovation Project (2 years subsidize)","CYCB","","","","11","","CYCB","Innovation Project (2 years subsidize)","","","","","","8","HOME LOAN"
"LENDING","true","Innovation Project (3 years subsidize)","CYCC","","","","11","","CYCC","Innovation Project (3 years subsidize)","","","","","","8","HOME LOAN"
"LENDING","true","Innovation Project (1 years subsidize)","CYCD","","","","11","","CYCD","Innovation Project (1 years subsidize)","","","","","","8","HOME LOAN"
"LENDING","true","Innovation Project (2 years subsidize)","CYCE","","","","11","","CYCE","Innovation Project (2 years subsidize)","","","","","","8","HOME LOAN"
"LENDING","true","Home Purcahse ทางเลือกที่ 1 - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","DOH8","","","","11","","DOH8","Home Purchase Option 1 - Bundling (with all MRTA, Direct Debit and Debit Card)","Home Purcahse ทางเลือกที่ 1 - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","","","","","8","HOME LOAN"
"LENDING","true","Home Purcahse  - กรณีไม่มีผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","DOH9","","","","11","","DOH9","Home Purchase - Not Bundling (missing any of MRTA, Direct Debit or Debif card)","Home Purcahse  - กรณีไม่มีผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","","","","","8","HOME LOAN"
"LENDING","true","Re-finance ทางเลือกที่ 1 - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","DCHP","","","","11","","DCHP","Re-finance Option 1 - Bundling (with all MRTA, Direct Debit and Debit Card)","Re-finance ทางเลือกที่ 1 - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","","","","","8","HOME LOAN"
"INVESTMENT","true","ทหารไทย พรีเมียร์ รุ่นที่ 7","P67","","","FIXED INCOME","MF","TMB","P67","Premier Fund Series 7 {{TMB}}","ทหารไทย พรีเมียร์ รุ่นที่ 7","","","","","5","MM"
"INVESTMENT","true","ทหารไทย พรีเมียร์ รุ่นที่ 8","P68","","","FIXED INCOME","MF","TMB","P68","Premier Fund Series 8 {{TMB}}","ทหารไทย พรีเมียร์ รุ่นที่ 8","","","","","5","MM"
"INVESTMENT","true","ทหารไทยพรีเมียร์ รุ่นที่ 9","P69","","","FIXED INCOME","MF","TMB","P69","Premier Fund Series 9 {{TMB}}","ทหารไทยพรีเมียร์ รุ่นที่ 9","","","","","5","MM"
"INVESTMENT","true","ทหารไทยพรีเมียร์ รุ่นที่ 10","P70","","","FIXED INCOME","MF","TMB","P70","Premier Fund Series 10 {{TMB}}","ทหารไทยพรีเมียร์ รุ่นที่ 10","","","","","5","MM"
"INVESTMENT","true","Luxury Real Estate {{TMB}}","PR2","","","REAL-ESTATE","MF","TMB","PR2","อสังหาริมทรัพย์ลักซ์ชัวรี่","Luxury Real Estate {{TMB}}","","","","","5","PPF"
"INVESTMENT","true","กองทุนเปิดทหารไทยพันธบัตร 3M1","Q01","","","FIXED INCOME","MF","TMB","Q01","TMB 3M Treasury Fund 1 {{TMB}}","กองทุนเปิดทหารไทยพันธบัตร 3M1","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิดทหารไทยพันธบัตร 3M2","Q02","","","FIXED INCOME","MF","TMB","Q02","TMB 3M Treasury Fund 2 {{TMB}}","กองทุนเปิดทหารไทยพันธบัตร 3M2","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิดทหารไทยพันธบัตร 3M3","Q03","","","FIXED INCOME","MF","TMB","Q03","TMB 3M Treasury Fund 3 {{TMB}}","กองทุนเปิดทหารไทยพันธบัตร 3M3","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 100","R00","","","FIXED INCOME","MF","TMB","R00","SouthKorean Government Bond100 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 100","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 101","R01","","","FIXED INCOME","MF","TMB","R01","SouthKorean Government Bond101 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 101","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 102","R02","","","FIXED INCOME","MF","TMB","R02","SouthKorean Government Bond102 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 102","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 103","R03","","","FIXED INCOME","MF","TMB","R03","SouthKorean Government Bond103 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 103","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 104","R04","","","FIXED INCOME","MF","TMB","R04","SouthKorean Government Bond104 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 104","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 105","R05","","","FIXED INCOME","MF","TMB","R05","SouthKorean Government Bond105 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 105","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 106","R06","","","FIXED INCOME","MF","TMB","R06","SouthKorean Government Bond106 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 106","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 107","R07","","","FIXED INCOME","MF","TMB","R07","SouthKorean Government Bond107 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 107","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 108","R08","","","FIXED INCOME","MF","TMB","R08","SouthKorean Government Bond108 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 108","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 109","R09","","","FIXED INCOME","MF","TMB","R09","SouthKorean Government Bond109 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 109","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 110","R10","","","FIXED INCOME","MF","TMB","R10","SouthKorean Government Bond110 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 110","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 111","R11","","","FIXED INCOME","MF","TMB","R11","SouthKorean Government Bond111 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 111","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 112","R12","","","FIXED INCOME","MF","TMB","R12","SouthKorean Government Bond112 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 112","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 61","R61","","","FIXED INCOME","MF","TMB","R61","South Korean Treasury Series61 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 61","","","","","5","MM"
